orig_no,taxon_no,record_type,flags,taxon_rank,taxon_name,common_name,difference,accepted_no,accepted_rank,accepted_name,parent_no,container_no,reference_no,is_extant,n_occs,early_interval,late_interval,taxon_size,extant_size,phylum,class,order,family,genus,type_taxon,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
227046,227046,txn,NA,species,Odonterpeton triangulare,NA,NA,227046,species,Odonterpeton triangulare,37318,NA,58526,extinct,1,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Microsauria,Odonterpetontidae,Odonterpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
119360,340743,txn,NA,species,Rhynchonkos stovalli,NA,NA,119360,species,Rhynchonkos stovalli,37308,NA,26635,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Microsauria,Goniorhynchidae,Rhynchonkos,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
90683,90683,txn,NA,species,Hapsidopareion lepton,NA,NA,90683,species,Hapsidopareion lepton,37286,NA,19411,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Microsauria,Hapsidopareiidae,Hapsidopareion,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
137291,137291,txn,NA,species,Llistrofus pricei,NA,NA,137291,species,Llistrofus pricei,37287,NA,28692,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Microsauria,Hapsidopareiidae,Llistrofus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
320818,320818,txn,NA,species,Trihecaton howardinus,NA,NA,320818,species,Trihecaton howardinus,37306,NA,57812,extinct,2,Moscovian,Gzhelian,1,0,Chordata,Amphibia,Microsauria,Trihecatontidae,Trihecaton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
227062,227062,txn,NA,species,Tuditanus punctulatus,NA,NA,227062,species,Tuditanus punctulatus,37284,NA,58586,extinct,1,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Microsauria,Tuditanidae,Tuditanus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
120921,120921,txn,NA,species,Cymatorhiza kittsi,NA,NA,120921,species,Cymatorhiza kittsi,120920,NA,7597,extinct,2,Roadian,Wordian,1,0,Chordata,Amphibia,Microsauria,NO_FAMILY_SPECIFIED,Cymatorhiza,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
320820,382000,txn,NA,species,Novascoticus multidens,NA,NA,320820,species,Novascoticus multidens,320819,NA,58386,extinct,1,Bashkirian,Moscovian,1,0,Chordata,Amphibia,Microsauria,NO_FAMILY_SPECIFIED,Novascoticus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
362289,362289,txn,NA,species,Pariostegus myops,NA,NA,362289,species,Pariostegus myops,362288,NA,58984,extinct,1,Norian,NA,1,0,Chordata,Amphibia,Microsauria,NO_FAMILY_SPECIFIED,Pariostegus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
227377,227377,txn,NA,species,Utaherpeton franklini,NA,NA,227377,species,Utaherpeton franklini,227376,NA,57328,extinct,1,Bashkirian,NA,1,0,Chordata,Amphibia,Microsauria,NO_FAMILY_SPECIFIED,Utaherpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345961,345961,txn,NA,species,Ductilodon pruitti,NA,NA,345961,species,Ductilodon pruitti,345960,NA,60089,extinct,1,Sakmarian,NA,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Ductilodon,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
227033,340056,txn,NA,species,Diceratosaurus brevirostris,NA,NA,227033,species,Diceratosaurus brevirostris,37263,NA,58586,extinct,2,Moscovian,Kasimovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diceratosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
142470,142470,txn,NA,species,Diplocaulus brevirostris,NA,NA,142470,species,Diplocaulus brevirostris,37264,NA,29284,extinct,2,Kungurian,NA,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
81712,81712,txn,NA,species,Diplocaulus magnicornis,NA,NA,81712,species,Diplocaulus magnicornis,37264,NA,17702,extinct,15,Artinskian,Wordian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
320826,320826,txn,NA,species,Diplocaulus parvus,NA,NA,320826,species,Diplocaulus parvus,37264,NA,58441,extinct,1,Roadian,Wordian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
119362,345303,txn,NA,species,Diplocaulus primus,NA,NA,119362,species,Diplocaulus primus,37264,NA,26635,extinct,3,Kungurian,NA,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
120886,120886,txn,NA,species,Diplocaulus recurvatus,NA,NA,120886,species,Diplocaulus recurvatus,37264,NA,26927,extinct,18,Artinskian,Wordian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
70396,70396,txn,NA,species,Diplocaulus salamandroides,NA,NA,70396,species,Diplocaulus salamandroides,37264,NA,57922,extinct,2,Kasimovian,Gzhelian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
227035,227035,txn,NA,species,Diploceraspis burkei,NA,NA,227035,species,Diploceraspis burkei,37265,NA,40656,extinct,3,Kasimovian,Sakmarian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Diplocaulidae,Diploceraspis,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
137515,137515,txn,NA,species,Crossotelos annulatus,NA,NA,137515,species,Crossotelos annulatus,37271,NA,28763,extinct,2,Artinskian,Kungurian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Crossotelos,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
227053,227053,txn,NA,species,Sauropleura bairdi,NA,NA,227053,species,Sauropleura bairdi,37275,NA,55379,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Sauropleura,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
230691,340038,txn,NA,species,Ptyonius marshii,NA,NA,230691,species,Ptyonius marshii,37274,NA,58984,extinct,1,Moscovian,Kasimovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Ptyonius,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
156895,156895,txn,NA,species,Ptyonius olisthmonaias,NA,NA,156895,species,Ptyonius olisthmonaias,37274,NA,31089,extinct,1,Bashkirian,Moscovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Ptyonius,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
133575,133575,txn,I,species,Ctenerpeton primum,NA,NA,133575,species,Ctenerpeton primum,37272,NA,28166,extinct,1,Bashkirian,Kasimovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Ctenerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
320823,340039,txn,NA,species,Ctenerpeton remex,NA,NA,320823,species,Ctenerpeton remex,37272,NA,55379,extinct,2,Moscovian,Kasimovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,Urocordylidae,Ctenerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
156896,156896,txn,NA,species,Arizonerpeton wellsi,NA,NA,156896,species,Arizonerpeton wellsi,37277,NA,31089,extinct,1,Bashkirian,Moscovian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Arizonerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
156051,156050,txn,IF,species,Triaenopus baileyanus,NA,NA,156051,species,Triaenopus baileyanus,66099,NA,69420,extinct,5,Hettangian,Sinemurian,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Triaenopus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
66100,66100,txn,I,species,Triaenopus lulli,NA,NA,66100,species,Triaenopus lulli,66099,NA,13651,extinct,1,Hettangian,NA,1,0,Chordata,Amphibia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Triaenopus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,NA,NA,NA,dispersal=water,NA,NA,phosphatic,NA,NA,NA
229305,229305,txn,NA,species,Amphibamus grandiceps,NA,NA,229305,species,Amphibamus grandiceps,37019,NA,40834,extinct,4,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Temnospondyli,Amphibamidae,Amphibamus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
140536,140536,txn,NA,species,Doleserpeton annectens,NA,NA,140536,species,Doleserpeton annectens,37046,NA,28686,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Amphibamidae,Doleserpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
229338,345482,txn,NA,species,Platyrhinops lyelli,NA,NA,229338,species,Platyrhinops lyelli,123089,NA,28413,extinct,3,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Temnospondyli,Amphibamidae,Platyrhinops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344178,344178,txn,NA,species,Plemmyradytes shintoni,NA,NA,344178,species,Plemmyradytes shintoni,193398,NA,59594,extinct,1,Asselian,NA,1,0,Chordata,Amphibia,Temnospondyli,Amphibamidae,Plemmyradytes,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
193400,193400,txn,NA,species,Rubeostratilia texensis,NA,NA,193400,species,Rubeostratilia texensis,193399,NA,36836,extinct,1,Asselian,Sakmarian,1,0,Chordata,Amphibia,Temnospondyli,Amphibamidae,Rubeostratilia,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345646,345646,txn,NA,species,Branchiosaurus darrahi,NA,NA,345646,species,Branchiosaurus darrahi,37039,NA,67479,extinct,1,Kasimovian,Gzhelian,1,0,Chordata,Amphibia,Temnospondyli,Branchiosauridae,Branchiosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
320814,320814,txn,NA,species,Eumicrerpeton parvum,NA,NA,320814,species,Eumicrerpeton parvum,338120,NA,58523,extinct,1,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Temnospondyli,Branchiosauridae,Eumicrerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344618,362802,txn,NA,species,Milnererpeton huberi,NA,NA,344618,species,Milnererpeton huberi,344614,NA,59719,extinct,1,Gzhelian,NA,1,0,Chordata,Amphibia,Temnospondyli,Branchiosauridae,Milnererpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
152839,152839,txn,NA,species,Pasawioops mayi,NA,NA,152839,species,Pasawioops mayi,152838,NA,30585,extinct,2,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Micropholidae,Pasawioops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344740,344740,txn,NA,species,Tersomius dolesensis,NA,NA,344740,species,Tersomius dolesensis,37035,NA,59744,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Micropholidae,Tersomius,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
90714,90714,txn,NA,species,Tersomius mosesi,NA,NA,90714,species,Tersomius mosesi,37035,NA,26635,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Temnospondyli,Micropholidae,Tersomius,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
90713,90713,txn,NA,species,Tersomius texensis,NA,NA,90713,species,Tersomius texensis,37035,NA,28729,extinct,3,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Micropholidae,Tersomius,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
229322,229322,txn,NA,species,Eoscopus lockardi,NA,NA,229322,species,Eoscopus lockardi,123090,NA,59720,extinct,1,Gzhelian,NA,1,0,Chordata,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Eoscopus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
153288,153288,txn,NA,species,Gerobatrachus hottoni,NA,NA,153288,species,Gerobatrachus hottoni,153287,NA,30637,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Gerobatrachus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345148,345148,txn,NA,species,Nanobamus macrorhinus,NA,NA,345148,species,Nanobamus macrorhinus,345147,NA,57795,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Nanobamus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,amphibious,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345263,345263,txn,NA,species,Brevidorsum profundum,NA,NA,345263,species,Brevidorsum profundum,37023,NA,59694,extinct,1,Asselian,Sakmarian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Brevidorsum,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
56737,56737,txn,NA,species,Cacops aspidephorus,NA,NA,56737,species,Cacops aspidephorus,37025,NA,9272,extinct,3,Kungurian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Cacops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
175857,175857,txn,NA,species,Cacops morrisi,NA,NA,175857,species,Cacops morrisi,37025,NA,34955,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Cacops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
362803,362803,txn,NA,species,Cacops woehri,NA,NA,362803,species,Cacops woehri,37025,NA,57795,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Cacops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
330110,330110,txn,NA,species,Conjunctio multidens,NA,NA,330110,species,Conjunctio multidens,37026,NA,56628,extinct,3,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Conjunctio,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345163,345163,txn,NA,species,Parioxys bolli,NA,NA,345163,species,Parioxys bolli,37052,NA,57795,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Parioxys,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345270,345270,txn,NA,species,Parioxys ferricolus,NA,NA,345270,species,Parioxys ferricolus,37052,NA,9273,extinct,4,Cisuralian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Parioxys,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
362806,362806,txn,NA,species,Reiszerpeton renascentis,NA,NA,362806,species,Reiszerpeton renascentis,362805,NA,67452,extinct,1,Asselian,Sakmarian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Reiszerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
330108,330108,txn,NA,species,Scapanops neglecta,NA,NA,330108,species,Scapanops neglecta,330106,NA,56628,extinct,1,Asselian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Scapanops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345459,345459,txn,NA,species,Aspidosaurus binasser,NA,NA,345459,species,Aspidosaurus binasser,37021,NA,57795,extinct,1,Artinskian,Kungurian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Aspidosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345458,345458,txn,NA,species,Aspidosaurus chiton,NA,NA,345458,species,Aspidosaurus chiton,37021,NA,57795,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Aspidosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
194932,194932,txn,NA,species,Aspidosaurus glascocki,NA,NA,194932,species,Aspidosaurus glascocki,37021,NA,28729,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Aspidosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
136991,136991,txn,NA,species,Aspidosaurus novomexicanus,NA,NA,136991,species,Aspidosaurus novomexicanus,37021,NA,4333,extinct,2,Gzhelian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Aspidosaurus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
136989,136989,txn,NA,species,Broiliellus arroyoensis,NA,NA,136989,species,Broiliellus arroyoensis,37024,NA,4333,extinct,1,Kungurian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Broiliellus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
229313,229313,txn,NA,species,Broiliellus brevis,NA,NA,229313,species,Broiliellus brevis,37024,NA,59694,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Broiliellus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
136990,136990,txn,NA,species,Broiliellus olsoni,NA,NA,136990,species,Broiliellus olsoni,37024,NA,4333,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Broiliellus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344543,344543,txn,NA,species,Broiliellus reiszi,NA,NA,344543,species,Broiliellus reiszi,37024,NA,59698,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Broiliellus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
255228,255228,txn,NA,species,Broiliellus texensis,NA,NA,255228,species,Broiliellus texensis,37024,NA,59696,extinct,1,Artinskian,Kungurian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Broiliellus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
255227,255227,txn,NA,species,Dissorophus multicinctus,NA,NA,255227,species,Dissorophus multicinctus,37027,NA,54069,extinct,7,Cisuralian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Dissorophus,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
335336,335336,txn,NA,species,Astreptorhachis ohioensis,NA,NA,335336,species,Astreptorhachis ohioensis,37022,NA,57814,extinct,1,Gzhelian,NA,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Astreptorhachis,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
194929,345923,txn,NA,species,Platyhystrix rugosus,NA,NA,194929,species,Platyhystrix rugosus,37034,NA,28729,extinct,11,Gzhelian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Platyhystrix,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
433343,433343,txn,NA,species,Nooxobeia gracilis,NA,NA,433343,species,Nooxobeia gracilis,433342,NA,75547,extinct,1,Roadian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Nooxobeia,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345484,345485,txn,NA,species,Stegops newberryi,NA,NA,345484,species,Stegops newberryi,37055,NA,57795,extinct,4,Moscovian,Kasimovian,1,0,Chordata,Amphibia,Temnospondyli,Dissorophidae,Stegops,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
81713,81713,txn,NA,species,Acheloma cumminsi,NA,NA,81713,species,Acheloma cumminsi,37048,NA,17702,extinct,4,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Acheloma,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344750,344750,txn,NA,species,Actiobates peabodyi,NA,NA,344750,species,Actiobates peabodyi,37049,NA,57795,extinct,1,Kasimovian,Gzhelian,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Actiobates,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
136412,136412,txn,NA,species,Anconastes vesperus,NA,NA,136412,species,Anconastes vesperus,136411,NA,4336,extinct,1,Kasimovian,Gzhelian,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Anconastes,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
229320,229320,txn,NA,species,Ecolsonia cutlerensis,NA,NA,229320,species,Ecolsonia cutlerensis,37028,NA,28413,extinct,3,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Ecolsonia,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
344537,344537,txn,NA,species,Fedexia striegeli,NA,NA,344537,species,Fedexia striegeli,344536,NA,59692,extinct,1,Gzhelian,NA,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Fedexia,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
230701,345308,txn,NA,species,Phonerpeton pricei,NA,NA,230701,species,Phonerpeton pricei,230700,NA,41002,extinct,1,Cisuralian,Wordian,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Phonerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
345161,345162,txn,NA,species,Phonerpeton whitei,NA,NA,345161,species,Phonerpeton whitei,230700,NA,57795,extinct,1,Artinskian,NA,1,0,Chordata,Amphibia,Temnospondyli,Trematopidae,Phonerpeton,NA,"brackish,freshwater,terrestrial",Tetrapoda,actively mobile,ground dwelling,NA,carnivore,dispersal=water,NA,NA,phosphatic,NA,NA,NA
